class,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21
B,0.0,0.0,-0.3522727272727273,-0.09090909090909091,-0.6363636363636364,-0.375,-0.75,-0.6704545454545454,-0.7954545454545454,-0.9204545454545454,-0.5681818181818182,-0.7045454545454546,-0.6590909090909091,-1.0,-0.625,-0.8068181818181818,-0.5681818181818182,-0.6363636363636364,-0.3522727272727273,-0.7386363636363636,-0.42045454545454547,-0.9545454545454546,-0.375,-0.6704545454545454,-0.3409090909090909,-0.5227272727272727,-0.13636363636363635,-0.7386363636363636,-0.20454545454545456,-0.9090909090909091,-0.18181818181818182,-0.6363636363636364,-0.14772727272727273,-0.5,0.07954545454545454,-0.7159090909090909,0.0,-0.875,-0.011363636363636364,-0.6818181818181818,0.011363636363636364,-0.5568181818181818
B,0.0,0.0,-0.3409090909090909,-0.07954545454545454,-0.625,-0.375,-0.7386363636363636,-0.6818181818181818,-0.7840909090909091,-0.9204545454545454,-0.5568181818181818,-0.7045454545454546,-0.6477272727272727,-1.0,-0.6022727272727273,-0.7954545454545454,-0.5568181818181818,-0.6363636363636364,-0.3409090909090909,-0.7386363636363636,-0.3977272727272727,-0.9545454545454546,-0.3522727272727273,-0.6704545454545454,-0.3181818181818182,-0.5227272727272727,-0.125,-0.75,-0.18181818181818182,-0.9090909090909091,-0.1590909090909091,-0.6363636363636364,-0.125,-0.5113636363636364,0.09090909090909091,-0.7159090909090909,0.011363636363636364,-0.875,0.011363636363636364,-0.6704545454545454,0.03409090909090909,-0.5568181818181818
B,0.0,0.0,-0.33707865168539325,-0.07865168539325842,-0.5955056179775281,-0.3595505617977528,-0.7078651685393258,-0.651685393258427,-0.7865168539325843,-0.8876404494382022,-0.550561797752809,-0.7078651685393258,-0.6292134831460674,-1.0,-0.5955056179775281,-0.8089887640449438,-0.550561797752809,-0.651685393258427,-0.33707865168539325,-0.7415730337078652,-0.39325842696629215,-0.9550561797752809,-0.34831460674157305,-0.6629213483146067,-0.3146067415730337,-0.5393258426966292,-0.12359550561797752,-0.7415730337078652,-0.1797752808988764,-0.8764044943820225,-0.15730337078651685,-0.6067415730337079,-0.12359550561797752,-0.5056179775280899,0.10112359550561797,-0.7191011235955056,0.02247191011235955,-0.8539325842696629,0.011235955056179775,-0.651685393258427,0.033707865168539325,-0.5730337078651685
B,0.0,0.0,-0.34444444444444444,-0.1,-0.6111111111111112,-0.3888888888888889,-0.7111111111111111,-0.6777777777777778,-0.7777777777777778,-0.9,-0.5333333333333333,-0.7111111111111111,-0.6111111111111112,-1.0,-0.5888888888888889,-0.7888888888888889,-0.5333333333333333,-0.6111111111111112,-0.32222222222222224,-0.7333333333333333,-0.37777777777777777,-0.9555555555555556,-0.35555555555555557,-0.6888888888888889,-0.32222222222222224,-0.5555555555555556,-0.1111111111111111,-0.7333333333333333,-0.17777777777777778,-0.9,-0.15555555555555556,-0.6333333333333333,-0.12222222222222222,-0.5222222222222223,0.1,-0.7,0.022222222222222223,-0.8666666666666667,0.011111111111111112,-0.6666666666666666,0.03333333333333333,-0.5555555555555556
B,0.0,0.0,-0.34444444444444444,-0.1,-0.6,-0.3888888888888889,-0.7111111111111111,-0.6777777777777778,-0.7777777777777778,-0.9,-0.5333333333333333,-0.7111111111111111,-0.6222222222222222,-1.0,-0.5888888888888889,-0.7777777777777778,-0.5333333333333333,-0.6111111111111112,-0.3333333333333333,-0.7333333333333333,-0.3888888888888889,-0.9555555555555556,-0.35555555555555557,-0.6888888888888889,-0.32222222222222224,-0.5555555555555556,-0.12222222222222222,-0.7333333333333333,-0.17777777777777778,-0.8888888888888888,-0.15555555555555556,-0.6333333333333333,-0.12222222222222222,-0.5222222222222223,0.08888888888888889,-0.7,0.022222222222222223,-0.8666666666666667,0.011111111111111112,-0.6777777777777778,0.03333333333333333,-0.5666666666666667
B,0.0,0.0,-0.35555555555555557,-0.08888888888888889,-0.6111111111111112,-0.3888888888888889,-0.7,-0.6777777777777778,-0.7777777777777778,-0.9,-0.5444444444444444,-0.7111111111111111,-0.6222222222222222,-1.0,-0.5888888888888889,-0.7777777777777778,-0.5444444444444444,-0.6,-0.3333333333333333,-0.7444444444444445,-0.3888888888888889,-0.9666666666666667,-0.36666666666666664,-0.6777777777777778,-0.3333333333333333,-0.5222222222222223,-0.13333333333333333,-0.7333333333333333,-0.18888888888888888,-0.9111111111111111,-0.16666666666666666,-0.6444444444444445,-0.14444444444444443,-0.5,0.08888888888888889,-0.7111111111111111,0.011111111111111112,-0.8777777777777778,0.0,-0.6777777777777778,0.011111111111111112,-0.5444444444444444
B,0.0,0.0,-0.35555555555555557,-0.08888888888888889,-0.6111111111111112,-0.37777777777777777,-0.7111111111111111,-0.6777777777777778,-0.7777777777777778,-0.9,-0.5444444444444444,-0.7111111111111111,-0.6222222222222222,-1.0,-0.6,-0.7777777777777778,-0.5444444444444444,-0.6,-0.3333333333333333,-0.7333333333333333,-0.3888888888888889,-0.9666666666666667,-0.37777777777777777,-0.6888888888888889,-0.34444444444444444,-0.5333333333333333,-0.12222222222222222,-0.7333333333333333,-0.18888888888888888,-0.9111111111111111,-0.16666666666666666,-0.6333333333333333,-0.13333333333333333,-0.4888888888888889,0.08888888888888889,-0.7,0.011111111111111112,-0.8777777777777778,0.0,-0.6666666666666666,0.022222222222222223,-0.5444444444444444
B,0.0,0.0,-0.36666666666666664,-0.07777777777777778,-0.6444444444444445,-0.36666666666666664,-0.7555555555555555,-0.6666666666666666,-0.8444444444444444,-0.9,-0.5888888888888889,-0.7,-0.6666666666666666,-1.0,-0.6444444444444445,-0.8,-0.5888888888888889,-0.6333333333333333,-0.37777777777777777,-0.7444444444444445,-0.45555555555555555,-0.9666666666666667,-0.4,-0.6888888888888889,-0.35555555555555557,-0.5333333333333333,-0.16666666666666666,-0.7555555555555555,-0.25555555555555554,-0.9222222222222223,-0.2111111111111111,-0.6555555555555556,-0.16666666666666666,-0.5222222222222223,0.044444444444444446,-0.7444444444444445,-0.044444444444444446,-0.9,-0.044444444444444446,-0.7,-0.011111111111111112,-0.5888888888888889
B,0.0,0.0,-0.3626373626373626,-0.07692307692307693,-0.6483516483516484,-0.37362637362637363,-0.7692307692307693,-0.6703296703296703,-0.8461538461538461,-0.9010989010989011,-0.5934065934065934,-0.7032967032967034,-0.6813186813186813,-1.0,-0.6373626373626373,-0.7802197802197802,-0.5824175824175825,-0.6153846153846154,-0.37362637362637363,-0.7472527472527473,-0.45054945054945056,-0.967032967032967,-0.4065934065934066,-0.6923076923076923,-0.3626373626373626,-0.5494505494505495,-0.16483516483516483,-0.7582417582417582,-0.25274725274725274,-0.9230769230769231,-0.2087912087912088,-0.6593406593406593,-0.16483516483516483,-0.5384615384615384,0.054945054945054944,-0.7472527472527473,-0.054945054945054944,-0.8901098901098901,-0.04395604395604396,-0.7032967032967034,-0.01098901098901099,-0.5934065934065934
B,0.0,0.0,-0.33695652173913043,-0.07608695652173914,-0.6086956521739131,-0.3695652173913043,-0.7282608695652174,-0.6847826086956522,-0.7934782608695652,-0.9239130434782609,-0.5760869565217391,-0.7065217391304348,-0.6521739130434783,-1.0,-0.5869565217391305,-0.7391304347826086,-0.532608695652174,-0.5869565217391305,-0.3695652173913043,-0.75,-0.41304347826086957,-0.9782608695652174,-0.358695652173913,-0.6630434782608695,-0.32608695652173914,-0.5434782608695652,-0.16304347826086957,-0.7608695652173914,-0.20652173913043478,-0.9239130434782609,-0.16304347826086957,-0.6304347826086957,-0.15217391304347827,-0.532608695652174,0.05434782608695652,-0.75,-0.010869565217391304,-0.9021739130434783,0.0,-0.6847826086956522,0.010869565217391304,-0.5869565217391305
B,0.0,0.0,-0.3225806451612903,-0.11827956989247312,-0.5698924731182796,-0.3763440860215054,-0.6666666666666666,-0.6559139784946236,-0.7204301075268817,-0.8924731182795699,-0.5161290322580645,-0.7096774193548387,-0.5913978494623656,-1.0,-0.5698924731182796,-0.7956989247311828,-0.5376344086021505,-0.6129032258064516,-0.3225806451612903,-0.7419354838709677,-0.3548387096774194,-0.946236559139785,-0.3225806451612903,-0.6559139784946236,-0.3010752688172043,-0.4946236559139785,-0.12903225806451613,-0.7526881720430108,-0.17204301075268819,-0.9139784946236559,-0.15053763440860216,-0.6451612903225806,-0.11827956989247312,-0.4838709677419355,0.06451612903225806,-0.7311827956989247,0.010752688172043012,-0.8924731182795699,0.010752688172043012,-0.6881720430107527,0.021505376344086023,-0.5591397849462365
B,0.0,0.0,-0.32222222222222224,-0.1,-0.5888888888888889,-0.36666666666666664,-0.6888888888888889,-0.6666666666666666,-0.7444444444444445,-0.9,-0.5444444444444444,-0.7222222222222222,-0.6111111111111112,-1.0,-0.5777777777777777,-0.7777777777777778,-0.5333333333333333,-0.6222222222222222,-0.34444444444444444,-0.7666666666666667,-0.36666666666666664,-0.9666666666666667,-0.34444444444444444,-0.6777777777777778,-0.32222222222222224,-0.5444444444444444,-0.14444444444444443,-0.7777777777777778,-0.16666666666666666,-0.9222222222222223,-0.14444444444444443,-0.6444444444444445,-0.12222222222222222,-0.5222222222222223,0.06666666666666667,-0.7444444444444445,0.022222222222222223,-0.8888888888888888,0.022222222222222223,-0.6777777777777778,0.022222222222222223,-0.5666666666666667
B,0.0,0.0,-0.3595505617977528,-0.10112359550561797,-0.6179775280898876,-0.3707865168539326,-0.6966292134831461,-0.6741573033707865,-0.7303370786516854,-0.9101123595505618,-0.5842696629213483,-0.7078651685393258,-0.651685393258427,-1.0,-0.6067415730337079,-0.7752808988764045,-0.5730337078651685,-0.6067415730337079,-0.38202247191011235,-0.7528089887640449,-0.4157303370786517,-0.9550561797752809,-0.38202247191011235,-0.6741573033707865,-0.3595505617977528,-0.5168539325842697,-0.1797752808988764,-0.7640449438202247,-0.21348314606741572,-0.9438202247191011,-0.20224719101123595,-0.6629213483146067,-0.1797752808988764,-0.5056179775280899,0.02247191011235955,-0.7640449438202247,-0.02247191011235955,-0.9325842696629213,-0.033707865168539325,-0.7303370786516854,-0.02247191011235955,-0.5955056179775281
B,0.0,0.0,-0.3522727272727273,-0.09090909090909091,-0.625,-0.3522727272727273,-0.7272727272727273,-0.6704545454545454,-0.75,-0.9204545454545454,-0.6363636363636364,-0.7045454545454546,-0.7045454545454546,-1.0,-0.6590909090909091,-0.8181818181818182,-0.6022727272727273,-0.6363636363636364,-0.4318181818181818,-0.7613636363636364,-0.4431818181818182,-0.9659090909090909,-0.38636363636363635,-0.7045454545454546,-0.3522727272727273,-0.5340909090909091,-0.22727272727272727,-0.7954545454545454,-0.23863636363636365,-0.9431818181818182,-0.19318181818181818,-0.6931818181818182,-0.1590909090909091,-0.5227272727272727,-0.022727272727272728,-0.7840909090909091,-0.056818181818181816,-0.9431818181818182,-0.045454545454545456,-0.7386363636363636,-0.011363636363636364,-0.6022727272727273
B,0.0,0.0,-0.3333333333333333,-0.12903225806451613,-0.5698924731182796,-0.40860215053763443,-0.6559139784946236,-0.7096774193548387,-0.6774193548387096,-0.956989247311828,-0.5161290322580645,-0.7311827956989247,-0.6021505376344086,-1.0,-0.5806451612903226,-0.7849462365591398,-0.5161290322580645,-0.6236559139784946,-0.3225806451612903,-0.7741935483870968,-0.3763440860215054,-0.967741935483871,-0.3333333333333333,-0.7096774193548387,-0.2903225806451613,-0.5483870967741935,-0.11827956989247312,-0.7849462365591398,-0.1827956989247312,-0.9354838709677419,-0.16129032258064516,-0.6881720430107527,-0.12903225806451613,-0.5483870967741935,0.07526881720430108,-0.7741935483870968,-0.010752688172043012,-0.8817204301075269,-0.021505376344086023,-0.6989247311827957,0.021505376344086023,-0.5913978494623656
B,0.0,0.0,-0.3333333333333333,-0.10752688172043011,-0.5806451612903226,-0.3763440860215054,-0.6881720430107527,-0.6881720430107527,-0.7419354838709677,-0.9354838709677419,-0.5591397849462365,-0.7311827956989247,-0.6236559139784946,-1.0,-0.5698924731182796,-0.7849462365591398,-0.5161290322580645,-0.6129032258064516,-0.3655913978494624,-0.7849462365591398,-0.40860215053763443,-0.989247311827957,-0.34408602150537637,-0.7096774193548387,-0.3010752688172043,-0.5591397849462365,-0.16129032258064516,-0.7956989247311828,-0.21505376344086022,-0.956989247311828,-0.17204301075268819,-0.6881720430107527,-0.13978494623655913,-0.5376344086021505,0.03225806451612903,-0.7741935483870968,-0.03225806451612903,-0.8924731182795699,-0.03225806451612903,-0.6989247311827957,0.0,-0.5698924731182796
B,0.0,0.0,-0.358695652173913,-0.13043478260869565,-0.6086956521739131,-0.41304347826086957,-0.7065217391304348,-0.7065217391304348,-0.782608695652174,-0.9565217391304348,-0.4891304347826087,-0.7608695652173914,-0.6086956521739131,-1.0,-0.6086956521739131,-0.8804347826086957,-0.5652173913043478,-0.7717391304347826,-0.2826086956521739,-0.8152173913043478,-0.391304347826087,-0.9782608695652174,-0.3804347826086957,-0.75,-0.32608695652173914,-0.5869565217391305,-0.08695652173913043,-0.8260869565217391,-0.20652173913043478,-0.967391304347826,-0.20652173913043478,-0.7282608695652174,-0.16304347826086957,-0.5760869565217391,0.10869565217391304,-0.8043478260869565,-0.03260869565217391,-0.9130434782608695,-0.05434782608695652,-0.7282608695652174,-0.021739130434782608,-0.6086956521739131
